id,guardian_id,content_type,section_id,section_name,web_publication_timestamp,web_title,web_url,api_url,pillar_id,pillar_name
e8c5e312fae36c43d965a0e3da84e68d,politics/1990/nov/23/past.conservatives,article,commentisfree,Opinion,1990-11-23T16:47:00Z,The Thatcher Years | Hugo Young,https://www.theguardian.com/politics/1990/nov/23/past.conservatives,https://content.guardianapis.com/politics/1990/nov/23/past.conservatives,pillar/opinion,Opinion
052015a6d57893adfa4be70521b1ad3b,world/2002/feb/25/race.uk,article,commentisfree,Opinion,2002-02-25T01:53:00Z,Gary Younge: Terms of abuse,https://www.theguardian.com/world/2002/feb/25/race.uk,https://content.guardianapis.com/world/2002/feb/25/race.uk,pillar/opinion,Opinion
